1.106639214	0.235359503
1.049113252	0.183815466
0.77806927	0.247388845
0.776148903	0.240163861
1.124747675	0.234691922
1.138666502	0.306225337
0.93512175	0.208357577
1.060510632	0.087210968
0.953962163	0.183248674
0.852147424	0.433180454
1.071763849	0.304164115
0.929564892	0.109406985
0.935100686	0.234328966
1.064326853	0.653698384
1.198911728	0.591108995
0.895107325	0.458206592
0.910236119	0.282040194
1.024432487	0.353696283
0.969172122	0.30536129
0.770866232	0.202301251
0.856121476	0.108632024
1.013830431	0.218458262
1.113588053	0.037099811
1.091238186	0.261118904
0.885080494	0.145400688
0.871157175	0.141341661
1.076203942	0.26305081
0.805294165	0.193851614
0.676147555	0.19603276
0.795913497	0.181937927
0.916444242	0.238070381
0.813569498	0.152129561
0.850293525	0.205845643
0.768450156	0.204782828
1.013232259	0.272835161
0.875983347	0.455105454
0.801662617	0.217509368
1.076079511	0.161385377
1.130011852	0.231463871
0.769505274	0.234734822
0.849684964	0.179143526
0.919988935	0.294664673
0.97500465	0.345709734
1.020634455	0.252021155
1.19188997	0.350611454
0.88426405	0.400041914
0.938407814	0.340006573
0.738889025	0.308716614
0.969291922	0.220948892
0.674844161	0.348175069
1.163189054	0.45001765
0.805934049	0.150295631
0.755939389	0.057965937
1.048581057	0.270569522
0.759510922	0.107177269
0.818751458	0.204204215
0.835326933	0.25535735
0.714992203	0.222748363
0.697310088	0.24990764
1.013611869	0.326586189
0.765520145	0.237083464
0.953060626	0.172343497
1.244775681	0.339112358
0.926119264	0.25932457
0.74382184	0.258052869
0.977133451	0.400685883
0.818509519	0.2635867
0.750136391	0.112899384
0.788187695	0.149197036
1.072303849	0.413947765
1.003549695	0.4787253
0.958361747	0.285652822
0.788486153	0.162583304
0.873668508	0.408270621
0.727573082	0.220350962
0.879506585	0.155202253
1.037776725	0.543788451
1.061773654	0.29066107
0.899439058	0.323736581
0.75577646	0.235088706
0.6663172	0.221569146
1.078674926	0.220084245
0.924784958	0.247226824
0.827112011	0.158030731
0.721645316	0.211870638
0.550100911	0.11115968
0.930061521	0.449416672
0.916982392	0.32288374
0.723473551	0.326118978
